Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
447	171580576	171580576	171580576	171580576	171580576	171580576	171580576	20134
448	173120351	173120351	173120351	173120351	173120351	173120351	173120351	20097
449	174670470	174670470	174670470	174670470	174670470	174670470	174670470	20061
450	176230978	176230978	176230978	176230978	176230978	176230978	176230978	20024
451	177801923	177801923	177801923	177801923	177801923	177801923	177801923	19988
452	179383351	179383351	179383351	179383351	179383351	179383351	179383351	19952
453	180975308	180975308	180975308	180975308	180975308	180975308	180975308	19915
454	182577841	182577841	182577841	182577841	182577841	182577841	182577841	19879
455	184190996	184190996	184190996	184190996	184190996	184190996	184190996	19842
456	185814822	185814822	185814822	185814822	185814822	185814822	185814822	19806
457	187449363	187449363	187449363	187449363	187449363	187449363	187449363	19770
458	189094668	189094668	189094668	189094668	189094668	189094668	189094668	19733
459	190750784	190750784	190750784	190750784	190750784	190750784	190750784	19697
460	192417758	192417758	192417758	192417758	192417758	192417758	192417758	19660
461	194095637	194095637	194095637	194095637	194095637	194095637	194095637	19624
462	195784468	195784468	195784468	195784468	195784468	195784468	195784468	19587
463	197484300	197484300	197484300	197484300	197484300	197484300	197484300	19551
464	199195181	199195181	199195181	199195181	199195181	199195181	199195181	19515
465	200917156	200917156	200917156	200917156	200917156	200917156	200917156	19478
466	202650276	202650276	202650276	202650276	202650276	202650276	202650276	19442
467	204394587	204394587	204394587	204394587	204394587	204394587	204394587	19405
468	206150138	206150138	206150138	206150138	206150138	206150138	206150138	19369
469	207916976	207916976	207916976	207916976	207916976	207916976	207916976	19333
470	209695151	209695151	209695151	209695151	209695151	209695151	209695151	19296
471	211484711	211484711	211484711	211484711	211484711	211484711	211484711	19260
472	213285703	213285703	213285703	213285703	213285703	213285703	213285703	19223
473	215098178	215098178	215098178	215098178	215098178	215098178	215098178	19187
474	216922182	216922182	216922182	216922182	216922182	216922182	216922182	19151
475	218757766	218757766	218757766	218757766	218757766	218757766	218757766	19114
476	220604978	220604978	220604978	220604978	220604978	220604978	220604978	19078
477	222463867	222463867	222463867	222463867	222463867	222463867	222463867	19041
478	224334482	224334482	224334482	224334482	224334482	224334482	224334482	19005
479	226216872	226216872	226216872	226216872	226216872	226216872	226216872	18969
480	228111088	228111088	228111088	228111088	228111088	228111088	228111088	18932
481	230017177	230017177	230017177	230017177	230017177	230017177	230017177	18896
482	231935190	231935190	231935190	231935190	231935190	231935190	231935190	18859
483	233865177	233865177	233865177	233865177	233865177	233865177	233865177	18823
484	235807186	235807186	235807186	235807186	235807186	235807186	235807186	18786
485	237761269	237761269	237761269	237761269	237761269	237761269	237761269	18750
486	239727474	239727474	239727474	239727474	239727474	239727474	239727474	18714
487	241705852	241705852	241705852	241705852	241705852	241705852	241705852	18677
488	243696453	243696453	243696453	243696453	243696453	243696453	243696453	18641
489	245699328	245699328	245699328	245699328	245699328	245699328	245699328	18604
490	247714526	247714526	247714526	247714526	247714526	247714526	247714526	18568
491	249742098	249742098	249742098	249742098	249742098	249742098	249742098	18532
492	251782095	251782095	251782095	251782095	251782095	251782095	251782095	18495
493	253834567	253834567	253834567	253834567	253834567	253834567	253834567	18459
494	255899565	255899565	255899565	255899565	255899565	255899565	255899565	18422
495	257977139	257977139	257977139	257977139	257977139	257977139	257977139	18386
496	260067342	260067342	260067342	260067342	260067342	260067342	260067342	18350
497	262170224	262170224	262170224	262170224	262170224	262170224	262170224	18313
498	264285836	264285836	264285836	264285836	264285836	264285836	264285836	18277
499	266414229	266414229	266414229	266414229	266414229	266414229	266414229	18240
500	268555455	268555455	268555455	268555455	268555455	268555455	268555455	18204
501	270709566	270709566	270709566	270709566	270709566	270709566	270709566	18168
502	272876612	272876612	272876612	272876612	272876612	272876612	272876612	18131
503	275056646	275056646	275056646	275056646	275056646	275056646	275056646	18095
504	277249719	277249719	277249719	277249719	277249719	277249719	277249719	18058
505	279455883	279455883	279455883	279455883	279455883	279455883	279455883	18022
506	281675191	281675191	281675191	281675191	281675191	281675191	281675191	17985
507	283907694	283907694	283907694	283907694	283907694	283907694	283907694	17949
508	286153444	286153444	286153444	286153444	286153444	286153444	286153444	17913
509	288412495	288412495	288412495	288412495	288412495	288412495	288412495	17876
510	290684897	290684897	290684897	290684897	290684897	290684897	290684897	17840
511	292970705	292970705	292970705	292970705	292970705	292970705	292970705	17803
512	295269969	295269969	295269969	295269969	295269969	295269969	295269969	17767
513	297582744	297582744	297582744	297582744	297582744	297582744	297582744	17731
514	299909082	299909082	299909082	299909082	299909082	299909082	299909082	17694
515	302249036	302249036	302249036	302249036	302249036	302249036	302249036	17658
516	304602659	304602659	304602659	304602659	304602659	304602659	304602659	17621
517	306970003	306970003	306970003	306970003	306970003	306970003	306970003	17585
518	309351123	309351123	309351123	309351123	309351123	309351123	309351123	17549
519	311746072	311746072	311746072	311746072	311746072	311746072	311746072	17512
520	314154902	314154902	314154902	314154902	314154902	314154902	314154902	17476
521	316577668	316577668	316577668	316577668	316577668	316577668	316577668	17439
522	319014424	319014424	319014424	319014424	319014424	319014424	319014424	17403
523	321465222	321465222	321465222	321465222	321465222	321465222	321465222	17367
524	323930118	323930118	323930118	323930118	323930118	323930118	323930118	17330
525	326409164	326409164	326409164	326409164	326409164	326409164	326409164	17294
526	328902415	328902415	328902415	328902415	328902415	328902415	328902415	17257
527	331409925	331409925	331409925	331409925	331409925	331409925	331409925	17221
528	333931748	333931748	333931748	333931748	333931748	333931748	333931748	17184
529	336467939	336467939	336467939	336467939	336467939	336467939	336467939	17148
530	339018552	339018552	339018552	339018552	339018552	339018552	339018552	17112
531	341583642	341583642	341583642	341583642	341583642	341583642	341583642	17075
532	344163263	344163263	344163263	344163263	344163263	344163263	344163263	17039
533	346757471	346757471	346757471	346757471	346757471	346757471	346757471	17002
534	349366319	349366319	349366319	349366319	349366319	349366319	349366319	16966
535	351989864	351989864	351989864	351989864	351989864	351989864	351989864	16930
536	354628159	354628159	354628159	354628159	354628159	354628159	354628159	16893
537	357281261	357281261	357281261	357281261	357281261	357281261	357281261	16857
538	359949225	359949225	359949225	359949225	359949225	359949225	359949225	16820
539	362632106	362632106	362632106	362632106	362632106	362632106	362632106	16784
540	365329959	365329959	365329959	365329959	365329959	365329959	365329959	16748
541	368042841	368042841	368042841	368042841	368042841	368042841	368042841	16711
542	370770806	370770806	370770806	370770806	370770806	370770806	370770806	16675
543	373513911	373513911	373513911	373513911	373513911	373513911	373513911	16638
544	376272211	376272211	376272211	376272211	376272211	376272211	376272211	16602
545	379045764	379045764	379045764	379045764	379045764	379045764	379045764	16566
546	381834623	381834623	381834623	381834623	381834623	381834623	381834623	16529
547	384638847	384638847	384638847	384638847	384638847	384638847	384638847	16493
548	387458491	387458491	387458491	387458491	387458491	387458491	387458491	16456
549	390293612	390293612	390293612	390293612	390293612	390293612	390293612	16420
550	393144266	393144266	393144266	393144266	393144266	393144266	393144266	16384
551	396010510	396010510	396010510	396010510	396010510	396010510	396010510	16347
552	398892401	398892401	398892401	398892401	398892401	398892401	398892401	16311
553	401789995	401789995	401789995	401789995	401789995	401789995	401789995	16274
554	404703350	404703350	404703350	404703350	404703350	404703350	404703350	16238
555	407632522	407632522	407632522	407632522	407632522	407632522	407632522	16201
556	410577568	410577568	410577568	410577568	410577568	410577568	410577568	16165
557	413538547	413538547	413538547	413538547	413538547	413538547	413538547	16129
558	416515514	416515514	416515514	416515514	416515514	416515514	416515514	16092
559	419508529	419508529	419508529	419508529	419508529	419508529	419508529	16056
560	422517648	422517648	422517648	422517648	422517648	422517648	422517648	16019
561	425542928	425542928	425542928	425542928	425542928	425542928	425542928	15983
562	428584429	428584429	428584429	428584429	428584429	428584429	428584429	15947
563	431642206	431642206	431642206	431642206	431642206	431642206	431642206	15910
564	434716320	434716320	434716320	434716320	434716320	434716320	434716320	15874
565	437806827	437806827	437806827	437806827	437806827	437806827	437806827	15837
566	440913786	440913786	440913786	440913786	440913786	440913786	440913786	15801
567	444037255	444037255	444037255	444037255	444037255	444037255	444037255	15765
568	447177292	447177292	447177292	447177292	447177292	447177292	447177292	15728
569	450333957	450333957	450333957	450333957	450333957	450333957	450333957	15692
570	453507307	453507307	453507307	453507307	453507307	453507307	453507307	15655
571	456697401	456697401	456697401	456697401	456697401	456697401	456697401	15619
572	459904299	459904299	459904299	459904299	459904299	459904299	459904299	15583
573	463128058	463128058	463128058	463128058	463128058	463128058	463128058	15546
574	466368738	466368738	466368738	466368738	466368738	466368738	466368738	15510
575	469626399	469626399	469626399	469626399	469626399	469626399	469626399	15473
576	472901099	472901099	472901099	472901099	472901099	472901099	472901099	15437
577	476192897	476192897	476192897	476192897	476192897	476192897	476192897	15400
578	479501854	479501854	479501854	479501854	479501854	479501854	479501854	15364
579	482828028	482828028	482828028	482828028	482828028	482828028	482828028	15328
580	486171479	486171479	486171479	486171479	486171479	486171479	486171479	15291
581	489532267	489532267	489532267	489532267	489532267	489532267	489532267	15255
582	492910452	492910452	492910452	492910452	492910452	492910452	492910452	15218
583	496306094	496306094	496306094	496306094	496306094	496306094	496306094	15182
584	499719252	499719252	499719252	499719252	499719252	499719252	499719252	15146
585	503149988	503149988	503149988	503149988	503149988	503149988	503149988	15109
586	506598360	506598360	506598360	506598360	506598360	506598360	506598360	15073
587	510064430	510064430	510064430	510064430	510064430	510064430	510064430	15036
588	513548258	513548258	513548258	513548258	513548258	513548258	513548258	15000
589	517049904	517049904	517049904	517049904	517049904	517049904	517049904	14964
590	520569429	520569429	520569429	520569429	520569429	520569429	520569429	14927
591	524106895	524106895	524106895	524106895	524106895	524106895	524106895	14891
592	527662361	527662361	527662361	527662361	527662361	527662361	527662361	14854
593	531235889	531235889	531235889	531235889	531235889	531235889	531235889	14818
594	534827539	534827539	534827539	534827539	534827539	534827539	534827539	14782
595	538437374	538437374	538437374	538437374	538437374	538437374	538437374	14745
596	542065454	542065454	542065454	542065454	542065454	542065454	542065454	14709
597	545711840	545711840	545711840	545711840	545711840	545711840	545711840	14672
598	549376595	549376595	549376595	549376595	549376595	549376595	549376595	14636
599	553059779	553059779	553059779	553059779	553059779	553059779	553059779	14599
600	556761454	556761454	556761454	556761454	556761454	556761454	556761454	14563
601	560481683	560481683	560481683	560481683	560481683	560481683	560481683	14527
602	564220527	564220527	564220527	564220527	564220527	564220527	564220527	14490
603	567978048	567978048	567978048	567978048	567978048	567978048	567978048	14454
604	571754308	571754308	571754308	571754308	571754308	571754308	571754308	14417
605	575549369	575549369	575549369	575549369	575549369	575549369	575549369	14381
606	579363294	579363294	579363294	579363294	579363294	579363294	579363294	14345
607	583196145	583196145	583196145	583196145	583196145	583196145	583196145	14308
608	587047985	587047985	587047985	587047985	587047985	587047985	587047985	14272
609	590918876	590918876	590918876	590918876	590918876	590918876	590918876	14235
610	594808881	594808881	594808881	594808881	594808881	594808881	594808881	14199
611	598718062	598718062	598718062	598718062	598718062	598718062	598718062	14163
612	602646483	602646483	602646483	602646483	602646483	602646483	602646483	14126
613	606594207	606594207	606594207	606594207	606594207	606594207	606594207	14090
614	610561297	610561297	610561297	610561297	610561297	610561297	610561297	14053
615	614547815	614547815	614547815	614547815	614547815	614547815	614547815	14017
616	618553827	618553827	618553827	618553827	618553827	618553827	618553827	13981
617	622579393	622579393	622579393	622579393	622579393	622579393	622579393	13944
618	626624580	626624580	626624580	626624580	626624580	626624580	626624580	13908
619	630689449	630689449	630689449	630689449	630689449	630689449	630689449	13871
620	634774065	634774065	634774065	634774065	634774065	634774065	634774065	13835
621	638878492	638878492	638878492	638878492	638878492	638878492	638878492	13798
622	643002793	643002793	643002793	643002793	643002793	643002793	643002793	13762
623	647147033	647147033	647147033	647147033	647147033	647147033	647147033	13726
624	651311276	651311276	651311276	651311276	651311276	651311276	651311276	13689
625	655495585	655495585	655495585	655495585	655495585	655495585	655495585	13653
626	659700026	659700026	659700026	659700026	659700026	659700026	659700026	13616
627	663924663	663924663	663924663	663924663	663924663	663924663	663924663	13580
628	668169561	668169561	668169561	668169561	668169561	668169561	668169561	13544
629	672434784	672434784	672434784	672434784	672434784	672434784	672434784	13507
630	676720396	676720396	676720396	676720396	676720396	676720396	676720396	13471
631	681026463	681026463	681026463	681026463	681026463	681026463	681026463	13434
632	685353051	685353051	685353051	685353051	685353051	685353051	685353051	13398
633	689700223	689700223	689700223	689700223	689700223	689700223	689700223	13362
634	694068045	694068045	694068045	694068045	694068045	694068045	694068045	13325
635	698456582	698456582	698456582	698456582	698456582	698456582	698456582	13289
636	702865900	702865900	702865900	702865900	702865900	702865900	702865900	13252
637	707296065	707296065	707296065	707296065	707296065	707296065	707296065	13216
638	711747141	711747141	711747141	711747141	711747141	711747141	711747141	13180
639	716219195	716219195	716219195	716219195	716219195	716219195	716219195	13143
640	720712292	720712292	720712292	720712292	720712292	720712292	720712292	13107
641	725226498	725226498	725226498	725226498	725226498	725226498	725226498	13070
642	729761880	729761880	729761880	729761880	729761880	729761880	729761880	13034
643	734318504	734318504	734318504	734318504	734318504	734318504	734318504	12997
644	738896434	738896434	738896434	738896434	738896434	738896434	738896434	12961
645	743495739	743495739	743495739	743495739	743495739	743495739	743495739	12925
646	748116485	748116485	748116485	748116485	748116485	748116485	748116485	12888
647	752758737	752758737	752758737	752758737	752758737	752758737	752758737	12852
648	757422562	757422562	757422562	757422562	757422562	757422562	757422562	12815
649	762108029	762108029	762108029	762108029	762108029	762108029	762108029	12779
650	766815202	766815202	766815202	766815202	766815202	766815202	766815202	12743
651	771544149	771544149	771544149	771544149	771544149	771544149	771544149	12706
652	776294937	776294937	776294937	776294937	776294937	776294937	776294937	12670
653	781067634	781067634	781067634	781067634	781067634	781067634	781067634	12633
654	785862306	785862306	785862306	785862306	785862306	785862306	785862306	12597
655	790679022	790679022	790679022	790679022	790679022	790679022	790679022	12561
656	795517847	795517847	795517847	795517847	795517847	795517847	795517847	12524
657	800378850	800378850	800378850	800378850	800378850	800378850	800378850	12488
658	805262099	805262099	805262099	805262099	805262099	805262099	805262099	12451
659	810167662	810167662	810167662	810167662	810167662	810167662	810167662	12415
660	815095605	815095605	815095605	815095605	815095605	815095605	815095605	12379
661	820045998	820045998	820045998	820045998	820045998	820045998	820045998	12342
662	825018908	825018908	825018908	825018908	825018908	825018908	825018908	12306
663	830014403	830014403	830014403	830014403	830014403	830014403	830014403	12269
664	835032553	835032553	835032553	835032553	835032553	835032553	835032553	12233
665	840073424	840073424	840073424	840073424	840073424	840073424	840073424	12196
666	845137086	845137086	845137086	845137086	845137086	845137086	845137086	12160
667	850223607	850223607	850223607	850223607	850223607	850223607	850223607	12124
668	855333056	855333056	855333056	855333056	855333056	855333056	855333056	12087
669	860465502	860465502	860465502	860465502	860465502	860465502	860465502	12051
670	865621013	865621013	865621013	865621013	865621013	865621013	865621013	12014
671	870799659	870799659	870799659	870799659	870799659	870799659	870799659	11978
672	876001508	876001508	876001508	876001508	876001508	876001508	876001508	11942
673	881226631	881226631	881226631	881226631	881226631	881226631	881226631	11905
674	886475095	886475095	886475095	886475095	886475095	886475095	886475095	11869
675	891746972	891746972	891746972	891746972	891746972	891746972	891746972	11832
676	897042329	897042329	897042329	897042329	897042329	897042329	897042329	11796
677	902361238	902361238	902361238	902361238	902361238	902361238	902361238	11760
678	907703767	907703767	907703767	907703767	907703767	907703767	907703767	11723
679	913069986	913069986	913069986	913069986	913069986	913069986	913069986	11687
680	918459965	918459965	918459965	918459965	918459965	918459965	918459965	11650
681	923873775	923873775	923873775	923873775	923873775	923873775	923873775	11614
682	929311485	929311485	929311485	929311485	929311485	929311485	929311485	11578
683	934773166	934773166	934773166	934773166	934773166	934773166	934773166	11541
684	940258888	940258888	940258888	940258888	940258888	940258888	940258888	11505
685	945768722	945768722	945768722	945768722	945768722	945768722	945768722	11468
686	951302737	951302737	951302737	951302737	951302737	951302737	951302737	11432
687	956861005	956861005	956861005	956861005	956861005	956861005	956861005	11395
688	962443597	962443597	962443597	962443597	962443597	962443597	962443597	11359
689	968050583	968050583	968050583	968050583	968050583	968050583	968050583	11323
690	973682034	973682034	973682034	973682034	973682034	973682034	973682034	11286
691	979338021	979338021	979338021	979338021	979338021	979338021	979338021	11250
692	985018617	985018617	985018617	985018617	985018617	985018617	985018617	11213
693	990723890	990723890	990723890	990723890	990723890	990723890	990723890	11177
694	996453914	996453914	996453914	996453914	996453914	996453914	996453914	11141
695	1002208760	1002208760	1002208760	1002208760	1002208760	1002208760	1002208760	11104
696	1007988499	1007988499	1007988499	1007988499	1007988499	1007988499	1007988499	11068
697	1013793202	1013793202	1013793202	1013793202	1013793202	1013793202	1013793202	11031
698	1019622943	1019622943	1019622943	1019622943	1019622943	1019622943	1019622943	10995
699	1025477792	1025477792	1025477792	1025477792	1025477792	1025477792	1025477792	10959
700	1031357821	1031357821	1031357821	1031357821	1031357821	1031357821	1031357821	10922
701	1037263103	1037263103	1037263103	1037263103	1037263103	1037263103	1037263103	10886
702	1043193710	1043193710	1043193710	1043193710	1043193710	1043193710	1043193710	10849
703	1049149714	1049149714	1049149714	1049149714	1049149714	1049149714	1049149714	10813
704	1055131188	1055131188	1055131188	1055131188	1055131188	1055131188	1055131188	10777
705	1061138204	1061138204	1061138204	1061138204	1061138204	1061138204	1061138204	10740
706	1067170835	1067170835	1067170835	1067170835	1067170835	1067170835	1067170835	10704
707	1073229152	1073229152	1073229152	1073229152	1073229152	1073229152	1073229152	10667
708	1079313231	1079313231	1079313231	1079313231	1079313231	1079313231	1079313231	10631
709	1085423142	1085423142	1085423142	1085423142	1085423142	1085423142	1085423142	10594
710	1091558959	1091558959	1091558959	1091558959	1091558959	1091558959	1091558959	10558
711	1097720756	1097720756	1097720756	1097720756	1097720756	1097720756	1097720756	10522
712	1103908605	1103908605	1103908605	1103908605	1103908605	1103908605	1103908605	10485
713	1110122580	1110122580	1110122580	1110122580	1110122580	1110122580	1110122580	10449
714	1116362755	1116362755	1116362755	1116362755	1116362755	1116362755	1116362755	10412
715	1122629202	1122629202	1122629202	1122629202	1122629202	1122629202	1122629202	10376
716	1128921996	1128921996	1128921996	1128921996	1128921996	1128921996	1128921996	10340
717	1135241210	1135241210	1135241210	1135241210	1135241210	1135241210	1135241210	10303
718	1141586918	1141586918	1141586918	1141586918	1141586918	1141586918	1141586918	10267
719	1147959194	1147959194	1147959194	1147959194	1147959194	1147959194	1147959194	10230
720	1154358112	1154358112	1154358112	1154358112	1154358112	1154358112	1154358112	10194
721	1160783746	1160783746	1160783746	1160783746	1160783746	1160783746	1160783746	10158
722	1167236171	1167236171	1167236171	1167236171	1167236171	1167236171	1167236171	10121
723	1173715460	1173715460	1173715460	1173715460	1173715460	1173715460	1173715460	10085
724	1180221689	1180221689	1180221689	1180221689	1180221689	1180221689	1180221689	10048
725	1186754932	1186754932	1186754932	1186754932	1186754932	1186754932	1186754932	10012
726	1193315264	1193315264	1193315264	1193315264	1193315264	1193315264	1193315264	9976
727	1199902759	1199902759	1199902759	1199902759	1199902759	1199902759	1199902759	9939
728	1206517492	1206517492	1206517492	1206517492	1206517492	1206517492	1206517492	9903
729	1213159538	1213159538	1213159538	1213159538	1213159538	1213159538	1213159538	9866
730	1219828972	1219828972	1219828972	1219828972	1219828972	1219828972	1219828972	9830
731	1226525870	1226525870	1226525870	1226525870	1226525870	1226525870	1226525870	9793
732	1233250307	1233250307	1233250307	1233250307	1233250307	1233250307	1233250307	9757
733	1240002358	1240002358	1240002358	1240002358	1240002358	1240002358	1240002358	9721
734	1246782098	1246782098	1246782098	1246782098	1246782098	1246782098	1246782098	9684
735	1253589604	1253589604	1253589604	1253589604	1253589604	1253589604	1253589604	9648
736	1260424951	1260424951	1260424951	1260424951	1260424951	1260424951	1260424951	9611
737	1267288214	1267288214	1267288214	1267288214	1267288214	1267288214	1267288214	9575
738	1274179470	1274179470	1274179470	1274179470	1274179470	1274179470	1274179470	9539
739	1281098795	1281098795	1281098795	1281098795	1281098795	1281098795	1281098795	9502
740	1288046265	1288046265	1288046265	1288046265	1288046265	1288046265	1288046265	9466
741	1295021956	1295021956	1295021956	1295021956	1295021956	1295021956	1295021956	9429
742	1302025944	1302025944	1302025944	1302025944	1302025944	1302025944	1302025944	9393
743	1309058306	1309058306	1309058306	1309058306	1309058306	1309058306	1309058306	9357
744	1316119118	1316119118	1316119118	1316119118	1316119118	1316119118	1316119118	9320
745	1323208457	1323208457	1323208457	1323208457	1323208457	1323208457	1323208457	9284
746	1330326399	1330326399	1330326399	1330326399	1330326399	1330326399	1330326399	9247
747	1337473023	1337473023	1337473023	1337473023	1337473023	1337473023	1337473023	9211
748	1344648403	1344648403	1344648403	1344648403	1344648403	1344648403	1344648403	9175
749	1351852618	1351852618	1351852618	1351852618	1351852618	1351852618	1351852618	9138
750	1359085745	1359085745	1359085745	1359085745	1359085745	1359085745	1359085745	9102
751	1366347861	1366347861	1366347861	1366347861	1366347861	1366347861	1366347861	9065
752	1373639043	1373639043	1373639043	1373639043	1373639043	1373639043	1373639043	9029
753	1380959368	1380959368	1380959368	1380959368	1380959368	1380959368	1380959368	8992
754	1388308915	1388308915	1388308915	1388308915	1388308915	1388308915	1388308915	8956
755	1395687761	1395687761	1395687761	1395687761	1395687761	1395687761	1395687761	8920
756	1403095983	1403095983	1403095983	1403095983	1403095983	1403095983	1403095983	8883
757	1410533660	1410533660	1410533660	1410533660	1410533660	1410533660	1410533660	8847
758	1418000869	1418000869	1418000869	1418000869	1418000869	1418000869	1418000869	8810
759	1425497689	1425497689	1425497689	1425497689	1425497689	1425497689	1425497689	8774
760	1433024198	1433024198	1433024198	1433024198	1433024198	1433024198	1433024198	8738
761	1440580474	1440580474	1440580474	1440580474	1440580474	1440580474	1440580474	8701
762	1448166595	1448166595	1448166595	1448166595	1448166595	1448166595	1448166595	8665
763	1455782640	1455782640	1455782640	1455782640	1455782640	1455782640	1455782640	8628
764	1463428688	1463428688	1463428688	1463428688	1463428688	1463428688	1463428688	8592
765	1471104817	1471104817	1471104817	1471104817	1471104817	1471104817	1471104817	8556
766	1478811105	1478811105	1478811105	1478811105	1478811105	1478811105	1478811105	8519
767	1486547633	1486547633	1486547633	1486547633	1486547633	1486547633	1486547633	8483
768	1494314479	1494314479	1494314479	1494314479	1494314479	1494314479	1494314479	8446
769	1502111721	1502111721	1502111721	1502111721	1502111721	1502111721	1502111721	8410
770	1509939440	1509939440	1509939440	1509939440	1509939440	1509939440	1509939440	8374
771	1517797714	1517797714	1517797714	1517797714	1517797714	1517797714	1517797714	8337
772	1525686623	1525686623	1525686623	1525686623	1525686623	1525686623	1525686623	8301
773	1533606247	1533606247	1533606247	1533606247	1533606247	1533606247	1533606247	8264
774	1541556665	1541556665	1541556665	1541556665	1541556665	1541556665	1541556665	8228
775	1549537956	1549537956	1549537956	1549537956	1549537956	1549537956	1549537956	8192
776	1557550201	1557550201	1557550201	1557550201	1557550201	1557550201	1557550201	8155
777	1565593480	1565593480	1565593480	1565593480	1565593480	1565593480	1565593480	8119
778	1573667872	1573667872	1573667872	1573667872	1573667872	1573667872	1573667872	8082
779	1581773458	1581773458	1581773458	1581773458	1581773458	1581773458	1581773458	8046
780	1589910317	1589910317	1589910317	1589910317	1589910317	1589910317	1589910317	8009
781	1598078531	1598078531	1598078531	1598078531	1598078531	1598078531	1598078531	7973
782	1606278180	1606278180	1606278180	1606278180	1606278180	1606278180	1606278180	7937
783	1614509344	1614509344	1614509344	1614509344	1614509344	1614509344	1614509344	7900
784	1622772104	1622772104	1622772104	1622772104	1622772104	1622772104	1622772104	7864
785	1631066541	1631066541	1631066541	1631066541	1631066541	1631066541	1631066541	7827
786	1639392735	1639392735	1639392735	1639392735	1639392735	1639392735	1639392735	7791
787	1647750767	1647750767	1647750767	1647750767	1647750767	1647750767	1647750767	7755
788	1656140719	1656140719	1656140719	1656140719	1656140719	1656140719	1656140719	7718
789	1664562672	1664562672	1664562672	1664562672	1664562672	1664562672	1664562672	7682
790	1673016707	1673016707	1673016707	1673016707	1673016707	1673016707	1673016707	7645
791	1681502905	1681502905	1681502905	1681502905	1681502905	1681502905	1681502905	7609
792	1690021348	1690021348	1690021348	1690021348	1690021348	1690021348	1690021348	7573
793	1698572118	1698572118	1698572118	1698572118	1698572118	1698572118	1698572118	7536
794	1707155295	1707155295	1707155295	1707155295	1707155295	1707155295	1707155295	7500
795	1715770963	1715770963	1715770963	1715770963	1715770963	1715770963	1715770963	7463
796	1724419202	1724419202	1724419202	1724419202	1724419202	1724419202	1724419202	7427
797	1733100095	1733100095	1733100095	1733100095	1733100095	1733100095	1733100095	7391
798	1741813724	1741813724	1741813724	1741813724	1741813724	1741813724	1741813724	7354
799	1750560170	1750560170	1750560170	1750560170	1750560170	1750560170	1750560170	7318
800	1759339517	1759339517	1759339517	1759339517	1759339517	1759339517	1759339517	7281
801	1768151847	1768151847	1768151847	1768151847	1768151847	1768151847	1768151847	7245
802	1776997242	1776997242	1776997242	1776997242	1776997242	1776997242	1776997242	7208
803	1785875785	1785875785	1785875785	1785875785	1785875785	1785875785	1785875785	7172
804	1794787559	1794787559	1794787559	1794787559	1794787559	1794787559	1794787559	7136
805	1803732646	1803732646	1803732646	1803732646	1803732646	1803732646	1803732646	7099
806	1812711129	1812711129	1812711129	1812711129	1812711129	1812711129	1812711129	7063
807	1821723091	1821723091	1821723091	1821723091	1821723091	1821723091	1821723091	7026
808	1830768616	1830768616	1830768616	1830768616	1830768616	1830768616	1830768616	6990
809	1839847787	1839847787	1839847787	1839847787	1839847787	1839847787	1839847787	6954
810	1848960686	1848960686	1848960686	1848960686	1848960686	1848960686	1848960686	6917
811	1858107398	1858107398	1858107398	1858107398	1858107398	1858107398	1858107398	6881
812	1867288006	1867288006	1867288006	1867288006	1867288006	1867288006	1867288006	6844
813	1876502594	1876502594	1876502594	1876502594	1876502594	1876502594	1876502594	6808
814	1885751245	1885751245	1885751245	1885751245	1885751245	1885751245	1885751245	6772
815	1895034043	1895034043	1895034043	1895034043	1895034043	1895034043	1895034043	6735
816	1904351072	1904351072	1904351072	1904351072	1904351072	1904351072	1904351072	6699
817	1913702416	1913702416	1913702416	1913702416	1913702416	1913702416	1913702416	6662
818	1923088160	1923088160	1923088160	1923088160	1923088160	1923088160	1923088160	6626
819	1932508387	1932508387	1932508387	1932508387	1932508387	1932508387	1932508387	6590
820	1941963183	1941963183	1941963183	1941963183	1941963183	1941963183	1941963183	6553
821	1951452630	1951452630	1951452630	1951452630	1951452630	1951452630	1951452630	6517
822	1960976815	1960976815	1960976815	1960976815	1960976815	1960976815	1960976815	6480
823	1970535821	1970535821	1970535821	1970535821	1970535821	1970535821	1970535821	6444
824	1980129734	1980129734	1980129734	1980129734	1980129734	1980129734	1980129734	6407
825	1989758638	1989758638	1989758638	1989758638	1989758638	1989758638	1989758638	6371
826	1999422618	1999422618	1999422618	1999422618	1999422618	1999422618	1999422618	6335
827	2009121760	2009121760	2009121760	2009121760	2009121760	2009121760	2009121760	6298
828	2018856148	2018856148	2018856148	2018856148	2018856148	2018856148	2018856148	6262
829	2028625868	2028625868	2028625868	2028625868	2028625868	2028625868	2028625868	6225
830	2038431006	2038431006	2038431006	2038431006	2038431006	2038431006	2038431006	6189
831	2048271646	2048271646	2048271646	2048271646	2048271646	2048271646	2048271646	6153
832	2058147874	2058147874	2058147874	2058147874	2058147874	2058147874	2058147874	6116
833	2068059776	2068059776	2068059776	2068059776	2068059776	2068059776	2068059776	6080
834	2078007439	2078007439	2078007439	2078007439	2078007439	2078007439	2078007439	6043
835	2087990946	2087990946	2087990946	2087990946	2087990946	2087990946	2087990946	6007
836	2098010386	2098010386	2098010386	2098010386	2098010386	2098010386	2098010386	5971
837	2108065844	2108065844	2108065844	2108065844	2108065844	2108065844	2108065844	5934
838	2118157405	2118157405	2118157405	2118157405	2118157405	2118157405	2118157405	5898
